Display Name
THE NUTRITION
AMOGH PHARMACEUTICALS PRIVATE LIMITED
AMSTER LABS
AYURVITA HEALTHCARE PVT.LTD
DHANWANTARI DISTRIBUTORS PVT. LTD.
SAKSHEM EXIM PVT LTD.(RDP)
Galaxy Biomedicals
Sydler Remedies
MAKIN LABORATORY PVT LTD
DAFFOHILS LABORATORIES PVT.LTD.
Isha Agro
CURETECH SKINCARE
I Love Hair Makeup
OYSTER HERBO CARE
SRUSHTI HERBAL REMEDIES (INDIA)
Aashi Personal Care
Baroliya Fragrances
Bhagwati herbals and healthcare pvt. ltd.
Brawn Cosmetics & Herbals Pvt. Ltd.
Dapper Industries
Indian Perfumes and Flavours
Jantayu Panchgavya Research
M/S Good Times
Naturence Research Labs Pvt. Ltd.
PLANET HERBS LIFE SCIENCES PVT. LTD.
Ratnasagar herbals pvt. ltd.
SA Herbal
TVC Lifesciences
SPICE HERBALS AND AMENITIES
VATA LAVENDOR
LABORATE PHARMACEUTICALS INDIA LIMITED PANIPAT
Siddayu Reseach and Lifesciences
Lanark Laboratories
Sahul India
Ratnasagar herbals pvt ltd. Unit1
Maja Health Care Division (VI-John)
PREMIER NUTRACEUTICALS PVT LTD
EMAMI LIMITED - KOLKATA(BT Road)
ENRICO PHARMACEUTICALS 01
NEELKANTH MEDI POINT
Wintrust Pharmaceauticals Ltd.
Indian Perfumes & Flavors
Nature Boon
VETBESTA LABS
RAYITAK FLAVOUR & FRAGRANCE
SAI LIFE CURE
AYUU HEALTH CARE
PATANJALI AYURVED LTD.
Happily Unmarrried Marketing Pvt Ltd- not to be used
Patanjali Ayurved Ltd. (Unit-Parwanoo)
Windlas Biotech Private Limited
Akums Drugs & Pharmaceuticals Ltd
Accura Care Pharmaceuticals Pvt. Ltd
Aqua Parenterals
Biotic Herbal
Dr Surbhi Mahajan
Rishabh Art Studio Private Limited
Patanjali Ayurved Ltd Unit-III
OJB HERBALS PRIVATE LIMITED
Pure & Cure Healthcare Pvt Ltd
RUMY LIFE SCIENCES
Patanjali Ayurved Ltd. AG International
Life Essential Personal Care Pvt Ltd
VARAV BIOGENESIS PVT. LTD.
Ananta Medicare Ltd.
SAI HEALTHCARE
Vatsal Ayurvedic Products (P) Ltd.
JOLLY PHARMA
M/S SUNGAL AND RAMPUR TEA ESTATES
J. P. Pharma
Mr. Krishna Daga
Blueday Living
HEALING HERBS
Mr. rahul parakh
AARSHVED NATURALS
NATSOL LABORATORIES PVT LTD
PUREVED
SIDDHI VINAYAK INDUSTRIES
Bhoomi Natural Products and Exports Pvt. Ltd.
Vijayshri Pharmaceutical
CELEST PHARMA LABS PRIVATE LIMITED
Shambhu Agrawal Bhaskar Herbaceuticals Pvt ltd
Ambe NS AgroProducts Pvt. Ltd.
B. JAIN PHARMACEUTICALS (P)LTD
Arbee Biospecialities Pvt. Ltd
SAHAJANAND LIFE SCIENCES PVT.LTD
Dharmani's International
V CARE BIOCEUTICALS
Aayurrattan Herbals
Aditi International
CORTEX MEDICAL INC
MAC PERSONAL CARE PVT LTD INDIA
AMULYA HERBS PVT LTD
SHIVALIK HERBALS
SKM SIDDHA AND AYURVEDHA COMPANY (INDIA) PRIVATE LIMITED
Suryansh Food & Agriculture Industries
GNOSIS PHARMACEUTICALS PVT. LTD.
Alna Biotech Pvt. Ltd
Placid Pharmachem
RDIVAM AGROVET PVT. LTD
ENRICO PHARMACEUTICALS02
TERRACE PHARMACEAUTICALS P LTD.
Forever Body Care Industries Unit-II
BIODEAL PHARMACEUTICALS PVT.LTD.
Sandeep Soap Industries
SUMUKH WELLNESS Pvt. Ltd.
PREMIER NUTRACEUTICALS PVT. LTD.
R P GUPTA & SONS
NUPLANET VENTURES INDIA PVT LTD
MG SHAHANI AND CO. DELHI PRIVATE LIMITED
Visage Beauty & Health Care Pvt. Ltd.
QUANTUM NATURALS INDIA PVT LTD
Meghdoot Gramodyog Sewa Sansthan
ZEE HYGINE PRODUCTS PVT LTD
ATIYA HEALTHCARE PRIVATE LIMITED
DEKHA HERBALS PVT. LTD
Shivani Formulation
Nuqi Naturals Pvt Ltd.
M/S QUINTA ESSENTIA ORGANIC LLP
Everyday Ethical Bharat LLP
Herbguzel Zakenman India Pvt. Ltd
RB BRUSH INDUSTRIES PVT LIMITED
HERBAL WORLD INC
NORTH INDIA PHARMA
Stella Indusstries Ltd.
TANVI ENTERPRISES
AIMIL PHARMACEUTICALS (INDIA) LTD
STALLION ENTERPRISES
Mkts Global Pvt. Ltd.
HAUSTUS BIOTECH PVT.LTD
Mr. MARKO GORETA
OCEAN BIOCARE PHARMACEUTICALS
DHARA ENTERPRISE
MABEL APPAREL
KAMDHENU AYURVEDIC PHARMACY
FRESHIA INTERNATIONAL P LTD
GAMPAHA WICKRAMARATCHI SIDDHAYURVEDA AUSHADA COMPANY PVT LTD
VAISHNAVI KHADI GRAMODYOG
VIKAS CHEMICAL AGENCIES
DR. SURBHI SKIN & HAIR CLINIC
HERBAVEDA OVERSEAS
Deegayu Ayurvedic and Botanical Products (pvt.) Ltd
GLOBAL MARKETING SERVICES
Priyam Beauty Products
INDO HERBS
Vinay Aggarwal cus
AKUMS DRUGS & PHARMACEAUTICALS LTD (PLANT 3-INJECTION)
Herbalveda PHARMACY
MADHUR MAHESHWARI
PATANJALI AYURVED PVT. LTD.
Ayusri Health Products Ltd.
Rohto Pharma (I) Pvt. Ltd.
VITA CARE
VDH ORGANICS PVT LTD(C)
FLAWLESS JEWELLERY(PHARMA DIVISION)
PLANET AYURVEDA
DEVE HERBES
DAFFY HEALTHCARE PVT. LTD.
Zeon Lifesciences
LYKA LABS
AROGYA FORMULATION PVT LTD
KAYA LIMITED
M.K.V INTERNATIONAL
GREENWOOD ESSENTIAL
D S ENTERPRISES
NATIVE NATURE HERBAL PRODUCTS PVT LTD
HAMDARD LABORATORIES (INDIA)
DELHI PETRO CHEMICALS
FIX DERMA
Sapat & Company (Bombay) Pvt.Ltd.
Quantum International Pvt. Ltd
SURYADEV HERBAL LIFESCIENCES
ANANYA HERBAL PVT. LTD.
ORISON
SRS INDUSTRIES UNIT II
HVM NETWORK PRIVATE LIMITED
PITAMBRA AYURVED BHAWAN LIMITED
Orison Pharma International
Bio Veda Action Research Company
Bhaskar wellness pvt. ltd.
EAST AFRICAN (INDIA) OVERSEAS
PONTIKA AEROTECH LIMITED
MORVIN INDIA
COSMO HERBALS
VASU HEALTHCARE
CARE COSMETICS
INBAN COSMETICS
OPTM HEALTHCARE
ASTABERRY
D. D. SHAH
S.P PHARMA
HIMANI HERBALS
XIEON LIFESCIENCES
Tirupati
GLOBAL HERBITECH
GREENSTONE INTERNATIONAL
VXL DrugsVXL Drugs
JOVEES
DYANA INTERNATIONAL BEAUTY PRODUCTS
SPV Laboratories OPC Pvt. Ltd.
Mankind Specialities
Ratti Corporation
A one Cosmetics
Mintree Premier Lifestyle & Beauty Pvt Ltd
Ultra Drug
Cosmetica Coorporation
GMH Laboratories
InnoVision CosmoChem Solutions
Riya Agro products
Naira Naturals
"Mellow, Marudhar Herbals"
Blossom Kochhar Beauty Products Pvt. Ltd.
BROAD INJECTABLES
PHARMA FORCE LAB UNIT- II
Zenvista Natural Research Development Society Pvt. Ltd.
AARONS VISIONS
Nomads Neutraceutical
Janet Lanka Pvt. Ltd.
Nature's Essence
EMAMI LIMITED - PANTNAGAR
JIYA ENTERPRISES
"EMAMI LIMITED - DONGARI, PALHAR"
Coral Organic Pvt Ltd.
bio
Bioveda Action Research Company
Anuspaa Heritage Products Pvt Ltd
BKM COSMETICS
SHUKTI FOOD AND PHARMA CO
MI Fashion
BEAUTEOUS SKIN
NUPLANET VENTURES INDIA PVT LTD (BADDI)
ZEE LABORATORIES
BIOSRUM LABORATORIES PVT LTD (HDWR)
KREBZ HEALTHCARE PVT LTD
HCP Wellness Pvt Ltd
Oberoi Enterprises
OZONE PHARMACEUTICALS LTD (GUWAHATI)
Apex Electronics
Mansa Pharma Chem
J.K Print Packs(Pharma Division)
Blue Heaven Cosmetics Pvt. Ltd.
MOTHER SPARSH BABY CARE PVT. LTD.
Cosmic Nutracos Solutions Pvt. Ltd.
Shree Dhanwantri Herbals
HERBS DE OLIVIA
NUTRILEY HEALTHCARE
Happily Unmarried Marketing Pvt. Ltd.
Gorkha Ayurved Company
Copmed Pharmaceuticals Pvt. Ltd.
Gandhi Herbal India Pvt. Ltd.
Shree Krishna Pharmaceuticals
SEAGULL PHARMACEUTICALS P L TD.
Shree Dhanwantri herbals ! Unit-II
VEDIC COSMECEUTICALS PRIVATE LIMITED
Kapco International Ltd.
Devicas herbal products pvt. ltd.
Sunshine Chemicals
INTERCORP BIOTECH PRIVATE LIMITED
Konark
Sirmour Remedies Pvt Ltd.
Bhandora Organic Products
Vishal Corporation
EVERGREEN HERBAL & COSMETIC PRODUCT PVT LTD
RELAX PHARMACEUTICALS PVT. LTD.
Himchaya Life sciences
OZONE AYURVEDICS - (GWT. UNIT II)
Ankur Herbals Products
BRM ENTERPRISES
AURA HERBAL PRIVATE LIMITED
Kancare Pharmaceuticals Private Limited
DRUG CENTRE DELHI PVT LTD
Torque Pharmaceuticals Pvt. Ltd Ayurveda
Silver Angel Impex Limited
Lord Venky Ecom P Ltd.
Vert home and personal care
AMBEY LABORATORIES
AKUMS DRUGS & PHARMACEUTICALS LTD (R&D CENTER)
Growell Pharmacy
ATISHAY SPECIALITIES PVT. LTD
Dini HerbalProducts
CARECHEM CORPORATION
Srinivasa Fine Care Industries Private Limited
PIONEER INTERNATIONAL
FAG PHARMACEAUTICALS
More Medics Science and Technologies
LAARS TECHAGE LLP
Astonea Labs Private Limited
SRICURE HERBS INDIA PVT. LTD.
Maciza Lifestyle Pvt. Ltd.
AJMERA HERBALS LIMITED
N.G. ELECTRO PRODUCTS PRIVATE LIMITED
Indo Rama engineers
Lewib Healthcare (Vibdrugs)
Unisage Green Sciences
ANJU PHARMA
Nicosia International
OMCAR INDIA
Biotech Trading Concern
Hiya India Biotech Pvt Ltd-BHILWARA
Greenviv Herbals
Sunshine Chemicals (HR)
MEDIBRUK PHARMA PRIVATE LIMITED
M/S SSD SOAP INDUSTRIES
APARA INTERNATIONAL
SWASTIK GLOBAL SOLUTIONS
ULTRA GREEN
Vedic Herbal Concept
M.U.ENTERPRISES
KARAN AYURVEDIC PHARMACY
Aditya Chemicals
CLEANAID NEPAL PVT LTD.
PHYTOMAX CARE PVT. LTD.
VINOD KUMAR & BROTHERS (P) LTD.
ABHISHEIK PHARMACEUTICALS (LUDHIANA)
KARAN LIFE SCIENCES
DIVIN HERBAL CARE
SPACHEM S.L.
PHARMA FORCE LAB UNIT II
UNICO PHARMACEUTICALS
AYUROMA CENTRE
ATHENE LABORATORIES
OJB HEBRALS PVT LTD -NOIDA
VIVE COSMETIC
Cosmetify
ZOIC PHARMACEUTICALS
UNIFIED AEROSOL PRIVATE LTD
Genius Foods Pvt Ltd
RISIVEDA HERBAL PRODUCTS PVT LTD
DEEPSHREE
Parmanand Prem Prakash and company
PRIME NATURAL HERBS
Raj Industries
Kuber Impex Ltd.
ZENITH DRINKS PRIVATE LIMITED
Emami Limited
PUREARTH STUDIO
VI-JOHN
Arman Trading Co.
BIONEX MEDICARE
ASPO PHARMACEUTICALS LLP
OM SAI LIFE SCIENCES
OPRTM
DR. WILLMAR SCHWABE INDIA PVT. LTD.
Anzen Exports
ROSSARI BIOTECH LIMITED
PRETTY PETALS PVT. LTD.
Asmara India Marketing Pvt. Ltd
Shyama Shyam Impex
MDC GROUP OF COMPANIES
Agrawal Drugs Pvt. Limited
CoGreen India
Alaina Healthcare Pvt Ltd
Auztus Laboratories Pvt Ltd
AMIT TRADING COMPANY DL
Mehar Laboratories
N.G. ELECTRO PRODUCTS PRIVATE LTD UNIT-II
UMA Ayurvedics Pvt Ltd
Sesa Care Private Limited
Indo Herbals Products Unit-II
Fine & Shine Cosmetics Private Limited
INTER TECH LAB
Vanesa Cosmetics Private Limited
MAHARISHI AYURVEDA PRODUCTS PVT. LTD.(FRB)
Amogh Pharmaceuticals P Ltd(sonipat)
KRAUTER HEALTHCARE LIMITED
Abhinav Healthcare Products Private Limited
EMAMI LIMITED-Amingaon (Kamrup )
Dr. Asma Herbals
Hindustan Mint & Agro Products Pvt. ltd
Innovative Natural Research & Technology
GNP Naturals Pvt. Ltd.
Fabindia Overseas Pvt. Ltd.
RP Global Ventures
ARJUN BEES WAX INDUSTRIES
Cholayil Pvt Ltd-Research & Development
AROMATIC & ALLIED CHEMICALS
A.P CHEM
A G AROMATICS PVT LTD
Classic Aromatics Private Limited
Vaid-Ik Naturals
Ultra Beauty Care Pvt. Ltd.
MK Biotech
Kamax Beauty Pvt. Ltd.
Shree Sharma Ayurved Mandir
Akshaya Gou Products
Hotch Care Pvt Ltd
FLORIDUS NATURAL
Natural Bath & Body Products P. Ltd.
Hiya India
Aayuritz Phytonutrients Pvt Ltd
MEMCO ASSOCIATES INDIA PVT LTD
Dominate Industries
AOS Products Private Limited
MICROLINK SALES CORPORATION
Risiveda Herbal Products Pvt. Ltd.
PIONEER HERBALS (UNIT II)
SHREE BAIDYANATH AYURVED BHAWAN PVT.LTD.
PREMGREEN PVT.LTD
Olive Lifesciences Pvt Ltd
Astonea Labs Private Limited Unit-II
Ginni Filament
Roseate Medicare
connection 17
Oceanic Pharmachem Pvt Ltd.
Paint House
ZEON BIOTECH PRIVATE LIMITED
GOBIND RAM KAHAN CHAND
Daxal Cosmetic Pvt. Ltd.
MEHTA HERBALS PVT. LTD.
INDORAMA HEALTHCARE PVT LTD.
SHREE THAKUR JI TRADERS
Arora Associates
OZONE PHARMACEUTICALS LTD. (BADDI)
New Edge R&D Pvt. Ltd.
AKUMS Drugs & Pharmaceuticals Ltd. (Malik-Unit4 (LL) )
Pharma Corporation of India
Zee Laboratories Karnal
UNICORN NATURAL PRODUCTS LIMITED
Multibiz Natural Products
Ishaana Nutraceuticals Pvt Ltd
Dr. Sidhans Herbal Formulations Pvt Ltd
AYUROMA CENTRE 02
ENRICO PHARMACEUTICALS 03
SKM SHREE HERBALS
LAKSHAY CARRYING
Unijules Life Sciences Ltd.
Henna Industries Pvt. Ltd.
Vikrant Tradecom Pvt.Ltd.
WEST-COAST PHAWEST-COAST PHARMACEUTICAL WORKS LTD.RMACEUTICAL WORKS LTD.
MK EXPORTS INDIA
Mor Medics Science & Technologies
M/S SUNSHINE CHEMICALS
VASU HEALTHCARE PVT. LTD.
Nachural Recipe
99 Algorithms Pvt Ltd
Ayukalp UAP Pharma Pvt. Ltd.
Umalaxmi Organics Pvt Ltd
The Indian Co Exim
Agnivesh Health Care Centre Pvt Ltd.
STANDARD CHEMICALS
TTK Healthcare Limited
Modern Fragrance
Blessings Healthcare (P) Ltd.
Cosmetica international
Dabur Research Foundation
Sonarome Private Ltd
Visage Beauty & Health Care Pvt. Ltd. (Noida)
EMMBROS OVERSEAS LIFESTYLE PVT LTD.
BIOGRADE ORGANICS PRIVATE LIMITED
Landsmill Healthcare Private Limited
Pure Living
Shree Ram Gramudyog Vikas Sansthan (Regd)
Hariom Pharmachem
Gufic Biosciences Limited
ORGVEDIC PRIVATE LIMITED
OmniActive Health Technologies
LABRIUT NUTRIENTS (OPC) PRIVATE LIMITED
A.P. CHEM
MARION BIOTECH
GLOBEDGE EXIM PRIVATE LIMITED
Happily Unmarried Marketing Pvt. Ltd. Unit-II
SAI MORESHWAR HEALTHCARE
APP Global Inc.
Raj Herbal & Healthcare
Herbs & Essential Oils Pvt. Ltd.
URBAN NATIVES PRIVATE LIMITED
RHP Health Care Private Limited
PARMANAND PREM PARKASH & CO
CARECHEM VASHI
INDO ARTS INTERNATIONAL
Vinayak Ingredients (India) Private Limited
NJP HEALTHCARE PVT LTD
FA LABORATOIRES
Herbal Solutions
SHIVIKA COSMECEUTICALS INDIA PVT LTD
Surya Herbal Limited
AVS VENTURES
Nirogam India Private Limited
SHAILESH PHARMACEUTICALS PRIVATE LIMITED
SAGE APOTHECARY
Ayurcin Biogenics Pvt ltd
KATYANI OILS & CHEMICALS
Ansar Industries
Bipha Drug Laboratories Pvt. Ltd.
GURU MEHAR INDUSTRIES
AREVA HERBALS
Vaidyaratnam Oushadhasala Pvt. Ltd. (VOS)
Annu Sales (Universal Trading)
Nice Pharmaceuticals Pvt. Ltd.
Gorang International
Dhara Pharmaceuticals
Amar Pharma
DABUR INTERNATIONAL LIMITED
Meghdhara Ayurved Hospital
Tri Pushp Pharma
ENZYME BIOSCIENCE PRIVATE LIMITED
SHREE BAIDYANATH AYURVED BHAWAN PVT.LTD. UNIT-II
Shree Krishna Enviro Venture Pvt. Ltd.
Aditya Mediherbs
Elegant India Overseas
MAGNUS BIOTECH PVT LTD.
KOZMEKARE PRIVATE LIMITED
Swasthya Herbocos Lab
Fine & Shine Cosmetics Pvt Ltd
AVANSCURE LIFESCIENCES PRIVATE LIMITED
Leelavati Natural Oils
MAMA EARTH
Aditya Overseas
Sure Vet Remedies
Herboveda India
DAFFY HEALTHCARE PVT. LTD. UNIT-II
MDC PHARMACEUTICALS LIMITED
MALHAR ENTERPRISES
KD CHEM-PHARMA
NEXTAGE FORMULATIONS
N.G. ELECTRO PRODUCTS PRIVATE LIMITED UNIT-III
Upadhrish Reserchem LLP
Kreation Handicrafts (A unit of MG Shahani and Co Delhi Pvt Ltd)
HERBAL HERITAGE
BRAHMA HERBALS
Ambe Phytoextracts Pvt. Ltd.
EMAMI MUMBAI
Fidalgo Healthcare
AMULYA LABS PVT LTD
JAINSONS HEALTHCARE
JAIN OVERSEAS
AsthmaHealer
Goodcare Pharma Pvt. Ltd.
New Life Corporation
OM SAI LIFE SCIENCES UNIT-II
IKRISH HEALTHCARE PVT LTD
Core Biotech India
GENIUS FOODS PRIVATE LIMITED
Wafture Healthcare Pvt. Ltd.
CHEMIILAND ENTERPRISE
Mr. Anwarullah
Fleur Himalayan Limited
Blossom kochhar Beauty products pvt Ltd-HR
Empros Food and Beverages Pvt Ltd
Dabur India Ltd.
DS Group
Nature Sparsh
Bigworth Pharma
ANKUR HERBAL PRODUCTS
Lavanya Agro industries
Natural Remedies Pvt. Ltd.
Nautika Care
LABORATE PHARMACEUTICALS INDIA LIMITED UNIT II
ZS WORLD FORMULATION
RSH Global Pvt Ltd
Khadi Natural Health care.
Emami Limited - MASAT
NUTRAVEL HEALTHCARE
Plastofab Technology Services Inc
HVM NETWORK PRIVATE LIMITED UNIT II
The Himalaya Drug Company FZCO
BEAUTY & PERFUMES INTERNATIONAL
Mark International FZE
Onika Organics
Tirupati Group
Allen Laboratories Limited
Samriddhi Life Sciences
Mehta Medicare Pvt Ltd
DEY'S MEDICARE
EAST INDIA PHARMACEUTICAL WORKS LIMITED
Jupiter Pharmaceutical Limited
KAMA AYURVEDA
HELIOS PERFUMES & COSMETICS LLC
MED MANOR ORGANICS PVT LTD UNIT-2
Allied Pharma Chem
ANCOROTTI COSMETICS INDIA PVT LTD
MULTANI PHARMACEUTICALS LTD.
BUTTERFLY AYURVEDA
Goodcare Pharma Pvt. Ltd. UNIT II
RAJPUTANA AGRICO
Jovees Herbal
Actuacion Nutricion Pvt. Ltd.
Modicare Limited
Rishika Nim
HELIOS PACKAGING PRIVATE LIMITED
Kastur Chemicals
Sona Million
CONOR COSMO INDIA LTD
Hoap Industries
BHARGAVA PHYTOLAB PVT. LTD.
LAUREL LABS PVT LTD
SHRISHTI HERBAL CARE
DDCPRO
Shree maa multichem
Aps Group Of Companies
Shresth Gram Udyog
R.S Pharmachem
All Things Chocolates
M/S JAHANVI ORGANIC HERBALS
DAYS HEALTH & BEAUTY HERBAL PRODUCTS
United Engineering (Eastern) Corporation LLP
Sheetal Medicare Product
SIRMOUR REMEDIES PRIVATE LIMITED
RPGV India Pvt Ltd
Ethlana
Mridul Enterprises
Ananya Herbal Pvt Ltd. Unit II
Param Flavours
Cizy Biocare
Rille Lifestyle
MEDIFORCE RESEARCH PVT. LTD.
Ashwi Enterprises
JP Healthcare
Shanti Aromatics
SHAHNAZ AYURVEDICS (NOIDA)
Epstom Spec Chem Private Limited
Jatin Dargan
M & S India Group
QSD FORMULATIONS PRIVATE LIMITED
EM & EM PERSONAL CARE PRIVATE LIMITED
N.G. ELECTRO PRODUCTS PRIVATE LIMITED UNIT IV
Manchanda Herbal Products Private Limited
Biolife Remedies
Harrods Health Private Limited
RB BRUSH INDUSTRIES PVT LTD
EYAAN CHEMICALS & PHARMACEUTICALS
Zywie Ventures Pvt. Ltd
Toni International
Marc Laboratories Limited
LAB FOR YOU PVT. LTD.
Marine Life Sciences
Bio Atoms Inc
L.V LIFE SCIENCES
PROHEALTH LIFESCIENCES
Herbalveda Wellness-II
Baba Soap Industries Pvt. Ltd.
Herbalveda Wellness
NESTOR PHARMACEUTICALS LIMITED
VA LIFESCIENCES LLP
Arietis Healthcare Pvt Ltd
RS PHARMACHEM
HEALERS LAB UNIT-II
Daxin Pharmaceuticals Pvt. Ltd.
Vardhman Inst. & Chemical Goods Pvt. Ltd
XCELL LABS
Palmist Healthcare Pvt. Ltd.
MDC PHARMACEUTICALS LIMITED UNIT-II
Green Planet Industries L.L.C
KLM LABORATORIES PVT. LTD.
MEDOX LIFESCIENCES
SCITRA
Peeraj Group
Green Planet Industries L.L.C.
DIA33 L.L.C (H.O)
Al Yanbou Chemicals Trading Co. L.L.C.
I'M Healthcare Pvt. Ltd BADDI
Evoxcare Pharmaceutical Private Limited
Sterling Perfumes Industries LLC
NORTHERN AROMATICS PRIVATE LIMITED
MOSAIC WELLNESS PRIVATE LIMITED
Bipha Drug Laboratories Private Limited
CARECHEM CORPORATION UNIT-II
Nutrabay
Marvel India
Aroma Soul
WUNDERRHOMMZ INC
Madhu Enterprises
Shivani Pharmaceuticals
Natural Lifes Care
Sarvotham Care
Res Sancta
HIMALAYAN VILLAGE COMPANY
R.B.INDUSTRIES
YAVI COSMETICS
RAYMA ENTERPRISES
ABALONE ORGANICS
R.B. INDUSTRIES
Goel Group
MEZHUKKATTIL MILLS
PROCEED FORMULATIONS
TBC BY NATURE UNIT II
Terrai Natural Products
TBC BY NATURE PVT LTD
Shemeka Industries (P) Ltd
M/s Supreme Biotech Pvt. Ltd.
PURE COSMECEUTICALS PRIVATE LIMITED
Sai Chempartners India Pvt. Ltd
Dev Herbals
MAUR HERBALS
Ittar Mahal
Helios UAE
TEESTA NATURALS
NOVOCHEM RESOURCES PRIVATE LIMITED
AYIKA SCIENCES PRIVATE LIMITED
SCOTT EDIL ADVANCE RESEARCH LABORATORIES AND EDUCATION LIMITED
FLEURVEDA PRIVATE LIMITED
STERLING INTERNATIONAL
SKL PERFUMES LLP
Eco Clean & Shine Chemicals
S R INDUSTRIES
R. R. COSMETICS
VINDHYACHAL AGROFARMS PRIVATE LIMITED
SAGE APOTHECARY PRIVATE LIMITED
MALAY ENTERPRISE
LILIUM COSMETICS PRIVATE LIMITED
NATCON BIOLIFESCIENCES PRIVATE LIMITED
JRT ORGANICS
NATURAL HERBS & FORMULATION PVT. LTD.
Oasis Beverages Pvt Ltd
HELIOS PHARMACEUTICALS PVT. LTD.
Earth Science Ayurveda
GROW VED LABS PRIVATE LIMITED
BEAUCIENCE INDIA PRIVATE LIMITED
ANAPURE BIOCOS
PURE NATURAL PRODUCTS PRIVATE LIMITED
Bo International
DERMIDERM BIOTECH PRIVATE LIMITED
GOPADMA ORIGINS PRIVATE LIMITED
Drishti Herbals
HOAP COSMETICS
HELIOS LIFESTYLE PRIVATE LIMITED (The Man Company)
A.G. Industries
SR HERBAL CARE
O2 GREEN ORGANICS
YM COSMETICS AND CHEMICAL MANUFACTURERS
MOUNTAIN VALLEY SPRINGS (I) PVT LTD
SANKALP THERAPEUTICS
REAL HERBALCOSMETICS
JVS HEALTHCARE PVT LTD
Ayurdha Life Science
N G Beauty World FZCO
JVS Pharma Company
TATHAGAT NEEDS PRIVATE LIMITED
Gulf Center Cosmetics Manufacturing LLC (GCCM)
SUNCAST INDUSTRIES
MYRA AYURVEDA
MARVEL INTERNATIONAL
BEAUTY & PERFUME INTERNATIONAL FACTORY L.L.C
HINDUSTAN MULTI COSMETICS
GLOWRIA LIFECARE PRIVATE LIMITED
BAADER SCHULZ LABORATORIES PRIVATE LIMITED
GAYATRI INDUSTRIES
MEDILIFE IMPEX PRIVATE LIMITED
ESTHETIC INSIGHTS PRIVATE LIMITED
Mumtaz Herbal Products
FORGO PHARMACEUTICALS
ETERNAL LIFE AYURVEDA PRIVATE LIMITED
PUREPLAY SKIN SCIENCES (INDIA) PRIVATE LIMITED
SONAMA NATURALS PRIVATE LIMITED
